grade,lat,long
C,40.75015354,-73.8803194
B,40.71232415,-73.95567921
C,40.79710143,-73.93770832
B,40.68247854,-73.8360106
C,40.78800066,-73.9767472
C,40.7486399,-73.86909781
C,40.76132585,-73.8310219
B,40.68716038,-73.97475967
C,40.7460813,-73.89536531
B,40.76361117,-73.96715698
B,40.74876393,-74.00337452
B,40.86719036,-73.88374883
C,40.74767405,-73.97376221
B,40.64589791,-73.91278751
B,40.76515571,-73.97505128
B,40.7169466,-74.00394287
B,40.75053123,-73.94896223
B,40.69370633,-73.96336185
B,40.75349856,-73.99449211
B,40.70400995,-74.01192007
C,40.75522907,-73.9810395
B,40.63874677,-74.01690591
C,40.758502,-73.83324181
C,40.7632075,-73.81422385
C,40.67425913,-73.80043082
C,40.73356876,-73.99310457
B,40.71596645,-73.83333421
B,40.72009197,-73.99328274
C,40.84043333,-73.84331417
B,40.69883588,-73.80682686
C,40.7544181,-73.82788125
B,40.74380123,-73.99291224
B,40.75785617,-73.98339943
C,40.71642488,-74.00801553
B,40.75870826,-73.97495625
B,40.7183849,-73.9977742
B,40.71596645,-73.83333421
B,40.59929002,-73.95225796
B,40.80143871,-73.96496022
C,40.63262327,-73.98386664
C,40.60452194,-73.96935669
C,40.69291277,-73.7330311
B,40.84650299,-73.89481276
B,40.74953801,-73.86254181
B,40.62027286,-73.99824216
C,40.62418006,-74.03077485
B,40.65159876,-73.93310926
B,40.79014629,-73.97322537
B,40.66014147,-73.92162097
B,40.75343871,-73.93430236
C,40.72408599,-73.97574859
C,40.62077734,-73.98851991
B,40.81169643,-73.90364284
B,40.63683041,-74.13419137
C,40.7321856,-74.0015371
B,40.78727043,-73.97614438
B,40.74316085,-73.93656804
B,40.71595545,-73.83331981
B,40.60489917,-73.75428644
B,40.76657323,-73.95997146
B,40.51584224,-74.23350214
B,40.71664455,-73.99335884
B,40.71391339,-73.99165291
B,40.81169643,-73.90364284
C,40.87602428,-73.84946042
B,40.73190559,-73.99658665
B,40.75909891,-73.83413912
C,40.72681284,-73.98299229
C,40.75209427,-73.97941622
B,40.74971691,-73.97728755
B,40.75874893,-73.98939484
B,40.75120835,-73.98335418
C,40.86475608,-73.91933617
C,40.64213508,-73.92908667
C,40.75731372,-73.99344862
C,40.63036385,-73.91843168
B,40.73575143,-73.93425131
B,40.74651011,-73.99015829
C,40.64479953,-73.92367142
B,40.6604219,-73.84019557
B,40.76018582,-73.91799413
B,40.74845266,-73.8759699
B,40.64430846,-74.01050042
B,40.76061001,-73.99105142
C,40.59155384,-74.16461499
B,40.72732281,-73.97958265
C,40.75884874,-73.83011497
B,40.7554987,-73.97097982
B,40.84730493,-73.90817422
B,40.75738972,-73.82907192
B,40.82711768,-73.95466659
B,40.73720193,-73.86392054
B,40.69325897,-73.91267484
C,40.74742071,-73.98425017
C,40.58150035,-74.11176313
B,40.7565272,-73.9801945
B,40.73128514,-73.86012606
C,40.75578606,-73.88323654
B,40.69612564,-73.74329243
C,40.77926412,-73.95071301
C,40.6722455,-73.9502877
C,40.7019458,-73.80525256
B,40.84622019,-73.91832862
C,40.68173439,-73.97683848
B,40.88135608,-73.83845463
C,40.87288513,-73.91815834
B,40.52898958,-74.16227321
B,40.74989122,-73.9859495
B,40.77413701,-73.95092983
B,40.75999289,-73.80402454
C,40.7566233,-73.98042548
B,40.73825585,-73.98354868
C,40.63119558,-73.91852073
B,40.65587736,-73.94225928
C,40.75874744,-73.97869222
C,40.671361,-73.84300633
B,40.7779935,-73.80918522
C,40.63730769,-73.9104676
B,40.69137936,-73.79788042
B,40.71607657,-74.0014249
B,40.7144404,-73.99185845
C,40.71333398,-73.98858327
C,40.67273615,-73.89018149
C,40.69422636,-73.73728109
B,40.72589986,-73.99262913
C,40.78169026,-73.97568781
B,40.90541878,-73.90452299
B,40.68761345,-73.95695412
C,40.74779555,-73.97716911
C,40.71780555,-73.9927635
B,40.73712207,-73.86602806
B,40.85145515,-73.93215203
B,40.7489478,-73.9958062
B,40.85104719,-73.93882876
B,40.71865067,-73.81360899
B,40.7135978,-73.96372602
B,40.68352623,-73.99532358
B,40.8800092,-73.9092029
C,40.70714753,-74.00837149
B,40.86185277,-73.90572459
C,40.75758251,-73.99061868
B,40.6866615,-73.82303042
C,40.74389195,-73.88491393
C,40.66270764,-73.95086074
C,40.6426888,-74.01280991
C,40.74136763,-73.88039298
C,40.74389195,-73.88491393
B,40.73874834,-74.00014434
C,40.86915152,-73.91707102
B,40.75749242,-73.91690015
B,40.7348063,-73.98862648
C,40.71319227,-73.78149872
B,40.69289242,-73.85444801
B,40.72495936,-73.9514821
B,40.72217264,-74.00392514
B,40.84644975,-73.91322476
B,40.69436718,-73.80188138
C,40.76543624,-73.97778757
B,40.58758016,-73.95773532
C,40.69530955,-73.95630001
B,40.64290074,-74.00541585
B,40.61431498,-73.92637535
C,40.75164228,-73.9708624
B,40.6854696,-74.00249512
B,40.75531615,-73.76881708
B,40.7531774,-73.97418954
B,40.7206054,-73.99708868
B,40.75740022,-73.96871217
C,40.71350468,-73.99671385
B,40.68365355,-73.92623
B,40.74825308,-73.87669931
C,40.78289007,-73.95101724
B,40.85390507,-73.85417021
B,40.70852412,-73.7999419
B,40.90060494,-73.86170366
B,40.76482569,-73.81178618
C,40.72153801,-73.8448394
B,40.69082623,-73.98345225
C,40.66954729,-73.93381936
C,40.69063501,-73.99189743
C,40.79034786,-73.94557301
C,40.67185718,-73.98404818
B,40.85412742,-73.90703331
B,40.63386466,-74.02679816
C,40.65071851,-73.95100294
B,40.6950506,-73.91174209
C,40.74297406,-73.98327324
C,40.72111591,-73.84326026
C,40.71570053,-73.99868333
B,40.61321288,-74.12062632
B,40.752612,-73.99450301
C,40.70741146,-73.81742414
B,40.74720611,-73.8287192
B,40.63088189,-74.10291862
C,40.83733172,-73.93877276
C,40.72255691,-74.00360408
B,40.78806062,-73.97472488
B,40.64097397,-74.00386629
C,40.67486335,-73.80705519
B,40.75248117,-73.87028131
B,40.64204995,-74.0027133
B,40.74455603,-73.99278585
C,40.67137306,-73.97782623
C,40.74550439,-73.90421532
C,40.87424249,-73.87931776
B,40.74231347,-73.9914292
B,40.84657302,-73.93834494
C,40.76884408,-73.98873978
B,40.69883588,-73.80682686
B,40.71661917,-73.96179804
B,40.71922074,-73.84232678
B,40.72969375,-73.95757629
C,40.76438997,-73.97523207
C,40.81099963,-73.95240535
B,40.76327459,-73.91547783
B,40.65165585,-73.93215779
C,40.72134092,-73.99482307
C,40.76227259,-73.98416361
B,40.85145515,-73.93215203
C,40.75116743,-73.98512632
C,40.81729898,-73.92246844
C,40.74915706,-73.97772445
C,40.69955979,-73.83068498
B,40.74942869,-73.97720103
B,40.70300202,-73.90800948
B,40.7479314,-73.98546269
B,40.69738901,-73.93164225
C,40.6123495,-73.97896244
B,40.70524311,-73.79471838
B,40.67995916,-73.9680456
B,40.76085011,-73.97971672
B,40.74953801,-73.86254181
B,40.70180325,-73.80862151
C,40.56745427,-74.11276533
C,40.81011193,-73.94378307
B,40.75689078,-73.9900232
C,40.69470015,-73.99402097
B,40.64795077,-73.88189084
C,40.84627982,-73.83180285
B,40.76345189,-73.92165416
C,40.79948647,-73.96266771
C,40.7499813,-73.86140761
B,40.72131919,-73.8454027
C,40.64913928,-73.96302965
B,40.74262395,-74.00041501
C,40.75558809,-73.97801105
C,40.76013326,-73.87748942
B,40.80453796,-73.96641066
C,40.60850135,-73.95888171
B,40.71632909,-73.99907652
C,40.72041115,-73.76092258
C,40.74819851,-73.94970027
C,40.81011193,-73.94378307
C,40.74595858,-73.89624248
C,40.74845282,-73.87611787
C,40.59816845,-73.98762358
C,40.81759339,-73.92354473
C,40.7722325,-73.95879467
B,40.74429566,-73.91327172
C,40.7098143,-73.79535351
B,40.75501769,-73.96842815
C,40.7536394,-73.90366217
B,40.83275033,-73.85122101
C,40.57761953,-74.10263105
C,40.67958316,-73.96817917
C,40.76157522,-73.9605376
C,40.71115002,-73.79175314
C,40.70726735,-73.78940282
C,40.76711979,-73.98382311
B,40.63298932,-74.00568165
C,40.77913345,-73.98290666
B,40.75691459,-73.82888184
B,40.86093576,-73.88997437
B,40.81482318,-73.91465705
C,40.74371967,-73.85627809
B,40.61888751,-74.03293723
B,40.8148879,-73.94401385
B,40.6520378,-74.01006557
B,40.76401231,-73.80956115
B,40.7476064,-73.88298386
C,40.69056933,-73.99555026
C,40.73854676,-73.9833357
C,40.71081958,-73.79268119
B,40.71066841,-73.95404994
C,40.75733716,-73.86831181
B,40.65074893,-73.93026673
C,40.61017967,-73.95494053
B,40.74918579,-73.90176662
B,40.73757482,-73.85682546
C,40.72299191,-73.79998849
C,40.69457386,-73.99350169
C,40.6383432,-73.98253931
C,40.67569359,-73.89752389
B,40.65023795,-73.8376758
B,40.74825181,-73.8780852
B,40.72066547,-74.00906224
C,40.68148819,-73.76528827
B,40.71399842,-73.99084848
B,40.70710602,-74.01223442
B,40.7237892,-73.99372612
B,40.6950506,-73.91174209
C,40.74048844,-74.00426543
B,40.71159119,-73.76983141
B,40.72949847,-73.99827895
B,40.7384367,-73.88626938
C,40.71811592,-73.99780307
C,40.75974356,-73.91377132
C,40.83983473,-73.91665233
B,40.64500551,-73.90216563
B,40.7554987,-73.97097982
C,40.82120762,-73.86596651
B,40.71562638,-73.99645402
B,40.76115738,-73.83218108
B,40.67925467,-73.77805548
C,40.72341194,-73.86839354
C,40.67936727,-73.8643022
B,40.75705369,-73.830134
B,40.63981288,-74.00506969
B,40.74547401,-73.86806468
B,40.74316482,-73.88792493
C,40.7074171,-73.80260711
B,40.59925642,-73.96576172
C,40.72681284,-73.98299229
B,40.76680018,-73.92119533
B,40.75050916,-73.98947917
C,40.66729781,-73.93125506
B,40.74953801,-73.86254181
C,40.77913345,-73.98290666
B,40.74623004,-73.85983471
B,40.63500302,-73.96112796
C,40.70749358,-73.78854006
C,40.66698454,-73.93065341
B,40.82883153,-73.81917828
B,40.87916833,-73.904597
C,40.69323691,-73.97301201
B,40.63743297,-74.00820778
B,40.70767179,-73.95576167
B,40.75674055,-73.80903337
C,40.74386468,-73.92487111
B,40.82799227,-73.85013321
C,40.74117141,-73.98872643
C,40.75273762,-73.86418826
C,40.6426888,-74.01280991
C,40.80000429,-73.96871735
B,40.75689078,-73.9900232
C,40.7536394,-73.90366217
B,40.69061214,-73.98346312
C,40.71562638,-73.99645402
B,40.57624047,-74.10393563
B,40.67452631,-73.9500733
B,40.67821331,-73.97924803
C,40.75177963,-73.94792541
B,40.80788897,-73.92939344
C,40.73665398,-73.99515385
C,40.59816845,-73.98762358
B,40.59885245,-73.95626256
B,40.74048844,-74.00426543
B,40.64913928,-73.96302965
B,40.70778469,-73.80248338
C,40.75386602,-73.98961219
B,40.76227949,-73.97636274
B,40.78692902,-73.80832894
B,40.88669089,-73.90705632
B,40.7688952,-73.96846126
C,40.71600194,-74.01101678
C,40.86081421,-73.92689315
B,40.76828963,-73.95507142
C,40.67056092,-73.93054514
B,40.73010508,-74.00037885
C,40.71243129,-73.95592443
B,40.63620408,-74.13462967
B,40.69325897,-73.91267484
B,40.75381689,-73.99336234
C,40.67608786,-73.9743601
C,40.74954495,-73.89815333
B,40.69621875,-73.80440746
B,40.66890137,-73.98653618
B,40.54532905,-74.16054279
B,40.68514603,-73.83005828
C,40.74927826,-73.88879524
C,40.7315041,-73.95446488
B,40.71875238,-73.96340935
B,40.75238965,-73.99397607
C,40.81711185,-73.92174971
C,40.72543872,-74.0076378
B,40.65594384,-74.00715768
C,40.7403594,-74.00523255
B,40.85531025,-73.86767968
B,40.68850491,-73.96313034
B,40.75935475,-73.98301643
C,40.67799669,-73.89180598
B,40.64507803,-74.02240283
B,40.650529,-73.83774717
C,40.76002356,-73.82831432
B,40.65708722,-73.96022121
B,40.75199589,-73.98195358
B,40.76055175,-73.83283958
B,40.75791284,-73.78733981
C,40.77495221,-73.91369378
B,40.77679666,-73.92130622
B,40.75303757,-74.00028153
B,40.75784728,-73.78456423
B,40.7677076,-73.86656919
C,40.71081958,-73.79268119
C,40.71943062,-73.99633837
B,40.79705678,-73.97001536
C,40.74312745,-73.91844827
B,40.85752831,-73.88589142
C,40.73038777,-74.00227672
B,40.74993005,-73.89909834
C,40.58416165,-73.82047333
B,40.51075743,-74.24850215
C,40.71725325,-73.74008672
C,40.71358127,-74.00836148
B,40.58759482,-73.96035998
B,40.70587471,-73.80919408
C,40.80650195,-73.94250378
C,40.64213508,-73.92908667
C,40.74493212,-73.99367721
B,40.80937934,-73.94432194
B,40.70175148,-73.94362234
B,40.83872471,-73.94147475
B,40.7472495,-73.89127083
B,40.75296093,-73.81741793
B,40.72217264,-74.00392514
B,40.6038502,-73.9722344
C,40.6934054,-73.83028236
B,40.77055758,-73.95709165
C,40.758502,-73.83324181
C,40.71486063,-73.99819997
B,40.61311163,-74.15863902
C,40.76352275,-73.96515352
B,40.74264203,-73.95365609
C,40.76402782,-73.80898352
B,40.86733011,-73.88351357
C,40.68192046,-73.99370484
B,40.77854059,-73.95330966
B,40.74232658,-73.9541435
B,40.74553435,-73.97973223
C,40.69316784,-73.97116933
B,40.7866693,-73.95032472
B,40.7859667,-73.97625319
B,40.73943047,-73.79081639
B,40.87916833,-73.904597
B,40.71292861,-73.87735287
B,40.60992885,-73.92228162
C,40.70640606,-73.80204384
C,40.78523396,-73.97680956
C,40.74705559,-73.8894125
C,40.69336966,-73.96643082
B,40.78305418,-73.97468345
C,40.75194197,-73.98994093
C,40.75042163,-73.81890108
B,40.66270764,-73.95086074
B,40.72151549,-73.84852285
B,40.76230239,-73.95998486
C,40.76273298,-73.83414447
C,40.71138557,-74.00666588
B,40.66952697,-73.91180483
B,40.58725471,-73.95368154
B,40.76655762,-73.82749958
B,40.78991529,-73.94796047
B,40.72383873,-73.99688651
C,40.81773378,-73.92415514
B,40.69325897,-73.91267484
B,40.7018033,-73.80865036
B,40.76783082,-73.79094706
C,40.75450259,-73.83304612
B,40.89298331,-73.85758538
B,40.62879472,-73.92794446
B,40.61959725,-73.91628363
B,40.70897924,-73.8302642
B,40.75273762,-73.86418826
B,40.60906243,-73.96221277
B,40.6288025,-73.94724717
C,40.70216507,-73.82019039
B,40.7531774,-73.97418954
C,40.86590541,-73.83042975
B,40.70318809,-73.90730593
B,40.79931803,-73.96843956
B,40.7672419,-73.82087323
C,40.73690034,-73.98664868
B,40.75764402,-73.86547045
B,40.7126676,-73.95661323
B,40.83424333,-73.85111647
B,40.59848586,-73.95956848
C,40.71337038,-73.94420766
B,40.77091333,-73.96185703
C,40.76235044,-73.81379667
C,40.73111223,-73.99363522
B,40.68325986,-73.99279972
C,40.68364885,-73.9117969
B,40.54509237,-74.16098838
B,40.73619556,-73.99410383
C,40.71486063,-73.99819997
B,40.66746429,-73.95073466
C,40.77143642,-73.82658069
B,40.73621488,-74.00329449
B,40.68391925,-73.91738159
C,40.63082369,-74.1035418
B,40.7192458,-73.98497114
B,40.82688357,-73.9464066
B,40.6727615,-73.95024045
C,40.7384367,-73.88626938
C,40.76132585,-73.8310219
B,40.71436383,-73.99878436
B,40.71974035,-73.9894119
C,40.71282098,-74.00829646
C,40.75077919,-73.90678108
B,40.75947768,-73.83224308
C,40.74200344,-73.99344292
B,40.87608984,-73.849218
C,40.74883261,-73.9130745
C,40.70213514,-73.91577204
B,40.70022219,-73.91231585
B,40.75694594,-73.9936905
B,40.62339574,-74.02811598
B,40.76013596,-73.87744971
C,40.61695625,-73.98541568
B,40.7314087,-73.9943424
C,40.59707809,-73.94125526
C,40.76440002,-73.82554137
B,40.75304904,-73.8652596
C,40.7499813,-73.86140761
C,40.71439509,-73.75210647
C,40.74625561,-73.89690606
B,40.71512202,-73.80764883
C,40.77437085,-73.95930964
B,40.71923306,-73.84532459
C,40.83310641,-73.94183746
B,40.75397336,-73.99372327
B,40.76855934,-73.92494423
B,40.61945767,-73.99889776
B,40.66116338,-73.96069455
C,40.68321594,-73.99282857
C,40.79565173,-73.97103448
B,40.73940145,-74.00583871
B,40.68076837,-73.97752024
B,40.69003619,-73.82570784
B,40.63458602,-73.94782625
C,40.76589925,-73.82774677
C,40.74625744,-73.9885379
B,40.89471679,-73.85663036
B,40.70452546,-73.90812639
B,40.67924857,-73.86374001
B,40.75475029,-73.91674477
C,40.75655741,-73.98031361
B,40.76116651,-73.83092124
B,40.75977791,-73.82923543
C,40.6254977,-74.03023509
C,40.59767428,-74.08420011
C,40.72618248,-73.99129057
C,40.85534414,-73.80157716
C,40.84068642,-73.92173271
B,40.81906412,-73.92706203
B,40.7519091,-73.99076746
B,40.76401231,-73.80956115
B,40.75062488,-74.00331326
B,40.6863943,-73.97348714
B,40.74767903,-73.98672952
B,40.78073066,-73.98137885
C,40.69457386,-73.99350169
B,40.70852412,-73.7999419
B,40.82883153,-73.81917828
B,40.6807421,-73.95392281
B,40.59128157,-74.16498518
C,40.74191815,-73.99048737
C,40.75935475,-73.98301643
B,40.69621875,-73.80440746
C,40.75042163,-73.81890108
B,40.71189692,-73.95128244
B,40.79833159,-73.9337125
C,40.74382615,-73.99955611
B,40.71473161,-73.99768053
B,40.63981288,-74.00506969
B,40.58758016,-73.95773532
C,40.71457379,-73.98208279
B,40.61485574,-73.98038077
B,40.74697591,-73.98319283
C,40.60289556,-74.00427822
C,40.6620968,-73.84060966
B,40.73419186,-74.00623156
B,40.68550801,-73.85805905
C,40.68749813,-73.82092601
B,40.84269748,-73.851383
B,40.74089448,-73.93313835
C,40.6330796,-73.92837936
B,40.65073804,-73.95879071
B,40.63775893,-74.13351587
C,40.68953552,-73.84398384
B,40.74896494,-73.86303384
B,40.61312666,-74.12170309
B,40.85216559,-73.78916639
B,40.62440489,-73.9462456
B,40.74674303,-73.98643738
B,40.81294107,-73.92356816
B,40.74594542,-73.92951709
C,40.75689207,-73.93040424
C,40.70298355,-73.98958408
B,40.74633998,-73.89611196
C,40.64517958,-73.9580194
C,40.79562728,-73.93245474
B,40.74604881,-73.88998078
C,40.5996042,-73.98997477
C,40.6224657,-74.02623161
C,40.71611773,-73.99819994
B,40.61311101,-73.9121966
C,40.7524635,-73.99016463
C,40.76172644,-73.76006979
B,40.7293228,-74.00235606
C,40.67020775,-73.98545086
B,40.85877162,-73.88583505
B,40.68955026,-73.9712935
B,40.62019578,-74.00754646
B,40.70981713,-73.7954004
B,40.75407628,-73.96860185
B,40.76327272,-73.99651645
C,40.75063902,-73.97664119
B,40.83367941,-73.85661062
B,40.67840851,-73.96860156
B,40.80132777,-73.96136998
B,40.70216507,-73.82019039
B,40.75803955,-73.84200713
B,40.68144548,-73.95574308
B,40.80973299,-73.9243702
C,40.71200911,-73.95728819
B,40.74762013,-73.88298745
B,40.82852412,-73.87996831
B,40.74823106,-73.87664882
B,40.67315676,-73.95707885
B,40.73940145,-74.00583871
B,40.84121947,-73.93593929
B,40.85531025,-73.86767968
B,40.63915671,-74.07564831
B,40.7478597,-73.76130731
B,40.8194435,-73.90204549
B,40.64045244,-74.00438153
B,40.84151254,-73.91773447
B,40.80659331,-73.9500461
B,40.73335421,-73.95479197
B,40.75785008,-73.7845931
B,40.72071732,-73.8553358
B,40.64407474,-74.07657999
C,40.7632075,-73.81422385
C,40.70181192,-73.94372688
B,40.75991344,-73.92099054
C,40.66698454,-73.93065341
B,40.76000992,-73.8283685
C,40.79850591,-73.94133326
B,40.66378279,-73.99092028
B,40.7255701,-73.98798947
C,40.71823579,-73.98548723
B,40.76116356,-73.96973557
B,40.74368153,-73.97915899
B,40.89117578,-73.85859114
C,40.67372221,-73.97594362
B,40.63645305,-74.00857156
B,40.78429186,-73.97378383
B,40.63057608,-74.02816225
B,40.71640296,-73.99262297
B,40.90501845,-73.90174161
B,40.75289219,-73.81734232
C,40.77196361,-73.92612458
C,40.7107836,-73.85287579
C,40.74666515,-73.97951534
B,40.64998503,-74.00524705
C,40.73345153,-73.84988119
B,40.7234892,-73.98494131
C,40.71232415,-73.95567921
B,40.71973708,-73.98474375
B,40.86453377,-73.92336763
C,40.87915859,-73.84316831
B,40.75909891,-73.83413912
B,40.65972475,-73.98076399
C,40.77145564,-73.82658064
B,40.70034574,-73.90545256
B,40.69937439,-73.91274614
C,40.71570053,-73.99868333
C,40.64213508,-73.92908667
C,40.72204035,-73.98822461
B,40.63262327,-73.98386664
B,40.75159231,-73.87067285
B,40.63915671,-74.07564831
C,40.75468718,-73.89352897
C,40.72998975,-74.00348181
B,40.73102362,-73.95408997
C,40.75874744,-73.97869222
C,40.82789881,-73.90716766
B,40.70350951,-73.92664435
B,40.72217264,-74.00392514
C,40.68729529,-73.94470913
B,40.74460819,-73.99290854
B,40.65821585,-73.89560457
B,40.75370737,-73.82258091
B,40.74918579,-73.90176662
B,40.67439078,-73.87881918
B,40.59885245,-73.95626256
B,40.72117446,-73.90383194
C,40.7425505,-73.9176767
C,40.73226376,-73.98176771
C,40.8542401,-73.8886733
B,40.75183455,-73.98631002
B,40.8384707,-73.91310149
C,40.75015354,-73.8803194
B,40.7608189,-73.82788269
C,40.59927634,-73.95237681
C,40.62646033,-74.12966375
B,40.7452371,-73.97555319
C,40.74907946,-73.99389336
C,40.64372588,-74.0727888
B,40.74980105,-73.98985464
C,40.62763083,-74.01368963
B,40.75691459,-73.82888184
B,40.85210195,-73.90387687
B,40.7589713,-73.98992182
B,40.77371208,-73.90730126
B,40.71365248,-73.7795926
B,40.88876748,-73.84287791
B,40.77538644,-73.98028636
C,40.6558344,-73.95012338
B,40.68938585,-73.98860902
B,40.7979096,-73.93997215
C,40.62487846,-73.96401939
C,40.71100459,-73.95063382
B,40.86600223,-73.91939973
B,40.63043522,-73.9184388
B,40.74715709,-73.89223459
B,40.70204227,-73.87939987
B,40.781123,-73.95231846
B,40.85101631,-73.89895525
C,40.76528574,-73.88883339
C,40.64241318,-73.9793565
C,40.69350651,-73.96510731
C,40.79221491,-73.94126299
B,40.77854059,-73.95330966
C,40.71528313,-73.99314976
C,40.71052627,-74.00935303
C,40.76036734,-73.98153257
B,40.83164918,-73.88145147
B,40.74312973,-73.951541
B,40.72474795,-73.95133795
B,40.81482318,-73.91465705
C,40.84978042,-73.93615873
B,40.75414736,-73.82311392
C,40.66902917,-73.95857389
C,40.68435288,-73.84564017
B,40.74319522,-73.87485378
B,40.74105654,-73.99412144
C,40.75194667,-73.98318435
B,40.75928107,-73.71349188
C,40.63431147,-74.13586163
B,40.67821331,-73.97924803
C,40.71309776,-73.96219685
C,40.76161637,-73.96048343
B,40.76320049,-73.98542325
B,40.76334866,-73.91541997
C,40.74754764,-73.88458277
B,40.76041271,-73.9973324
B,40.74455603,-73.99278585
C,40.74705833,-73.88940167
B,40.76627513,-73.83133782
C,40.68292329,-73.93504994
B,40.87917658,-73.90461506
C,40.60992885,-73.92228162
C,40.71919052,-73.8423052
B,40.7303948,-73.98324033
B,40.70743379,-73.9034118
B,40.71811017,-73.99197344
C,40.71350468,-73.99671385
C,40.67625124,-73.81995048
B,40.71452196,-74.0156771
B,40.72260062,-74.00783229
C,40.76013326,-73.87748942
B,40.80973299,-73.9243702
B,40.74175111,-74.0010754
C,40.69343008,-73.85205598
B,40.70506528,-73.80936231
C,40.75285297,-73.86424938
C,40.69527773,-73.94050126
B,40.82835314,-73.88184039
C,40.71839578,-73.99466457
B,40.74175111,-74.0010754
B,40.79127693,-73.97240151
B,40.81726595,-73.95974575
C,40.70404008,-73.95479028
C,40.77181035,-73.95305806
B,40.75961018,-73.73390341
B,40.72676932,-73.98589667
C,40.80139206,-73.96499275
C,40.88239946,-73.88161016
B,40.65045798,-73.93025622
B,40.79874396,-73.96695537
C,40.75953533,-73.83225376
B,40.63775893,-74.13351587
B,40.74249549,-73.85409744
B,40.67593428,-73.99900137
C,40.7751312,-73.98044169
B,40.86541342,-73.86751126
B,40.8148879,-73.94401385
B,40.76013596,-73.87744971
B,40.85390507,-73.85417021
C,40.81625513,-73.9173106
B,40.75555174,-73.8155447
C,40.71521471,-73.99874466
B,40.60331449,-73.75385295
B,40.75691459,-73.82888184
C,40.70176707,-73.91920234
C,40.68364885,-73.9117969
C,40.74604118,-74.00029954
C,40.76289697,-73.97593655
B,40.68604381,-73.83974812
C,40.85340855,-73.93072218
C,40.76884408,-73.98873978
C,40.75522471,-73.97296875
B,40.86552059,-73.86293747
B,40.71820407,-73.95733471
C,40.6426888,-74.01280991
C,40.67868722,-73.94967719
B,40.69329854,-73.96725305
C,40.74742071,-73.98425017
B,40.86749422,-73.92172635
B,40.86749422,-73.92172635
B,40.63338427,-74.02698891
B,40.79710143,-73.93770832
B,40.60442447,-73.99797608
B,40.64913928,-73.96302965
B,40.59873749,-73.95712327
C,40.63730769,-73.9104676
B,40.7452371,-73.97555319
B,40.7496663,-73.97186661
C,40.62594977,-74.1344504
C,40.73111223,-73.99363522
B,40.69209941,-73.91463444
C,40.74160123,-73.88067765
B,40.72126918,-73.98930342
B,40.7234892,-73.98494131
B,40.75516007,-73.9788919
B,40.63413183,-74.12233962
B,40.80910295,-73.95937141
B,40.74744163,-73.88561875
B,40.84480521,-73.90910295
C,40.71430329,-73.99380998
B,40.66467503,-73.99364519
B,40.74596452,-73.89984421
B,40.62970934,-74.00482394
C,40.6123495,-73.97896244
B,40.61000968,-73.95541245
B,40.75535797,-73.96817893
C,40.67569359,-73.89752389
B,40.75397336,-73.99372327
C,40.63578377,-74.13493507
B,40.86093576,-73.88997437
C,40.64665265,-74.00868819
C,40.73085439,-74.00153707
B,40.73234743,-73.99472479
C,40.71713879,-73.99879513
C,40.72923728,-73.78100573
B,40.69794454,-73.83543506
B,40.67234156,-73.95028042
B,40.66505078,-73.98974863
B,40.55105276,-74.14982978
C,40.76196213,-73.96025219
B,40.72131076,-73.99557345
B,40.71448457,-73.99720078
B,40.74307595,-73.8255469
B,40.74633998,-73.89611196
B,40.75552615,-73.81499613
B,40.74380123,-73.99291224
B,40.61718479,-73.99313105
C,40.80099573,-73.96159411
B,40.67852123,-73.98227638
B,40.79949471,-73.96268577
B,40.81905661,-73.92821818
C,40.70209915,-73.81669219
B,40.59259814,-73.94036626
B,40.86729352,-73.89694186
C,40.8983043,-73.85029238
C,40.76399471,-73.80887892
C,40.6924704,-73.85938923
C,40.7483114,-73.87733801
C,40.74762687,-73.98665374
B,40.7285378,-74.00173184
C,40.74749849,-73.89335644
B,40.76136348,-73.86573364
C,40.64227383,-73.9271191
C,40.67194069,-73.91689901
C,40.74389195,-73.88491393
C,40.70957152,-73.79619469
C,40.78523396,-73.97680956
C,40.57761953,-74.10263105
C,40.74082337,-74.00172495
B,40.74479837,-73.91024681
C,40.76290383,-73.98371945
B,40.67897263,-73.88770515
B,40.71516368,-73.94621541
C,40.75647373,-73.9920085
C,40.76161637,-73.96048343
C,40.81169643,-73.90364284
B,40.82635163,-73.87606623
C,40.8352506,-73.91993222
B,40.69952399,-73.83247026
B,40.85418803,-73.8887493
C,40.74844477,-73.89264754
B,40.75749242,-73.91690015
B,40.67694904,-73.98640476
B,40.74594542,-73.92951709
B,40.71608996,-74.00874778
C,40.74963084,-73.98944322
C,40.63022448,-74.01501594
B,40.82248525,-73.93846129
C,40.71307791,-73.93602685
C,40.7853682,-73.97556007
B,40.67349045,-73.95403599
C,40.70169634,-73.80544083
B,40.87917658,-73.90461506
C,40.75222947,-73.98380869
B,40.84492668,-73.86747271
B,40.76150678,-73.76134846
C,40.76674757,-73.78258588
C,40.72006403,-73.9874313
B,40.85101786,-73.93067768
B,40.67731862,-73.97985399
C,40.74200344,-73.99344292
C,40.68953552,-73.84398384
C,40.72676932,-73.98589667
C,40.75525757,-73.98913191
B,40.76864277,-73.91109543
C,40.87882096,-73.91675515
B,40.83559411,-73.94376507
B,40.75004343,-73.97674967
B,40.70400053,-73.93057508
B,40.58280156,-74.09647925
B,40.60885953,-73.97260326
