grade,lat,long
C,40.84160785,-73.91668986
B,40.6308375,-74.10343735
B,40.53848791,-74.14920068
B,40.66003806,-73.9534614
C,40.74625744,-73.9885379
B,40.75587304,-73.88240259
B,40.75086091,-74.00387991
C,40.72343243,-73.99472189
C,40.68749813,-73.82092601
B,40.71379547,-73.99315713
B,40.70755025,-73.7498705
B,40.67004026,-73.84264536
B,40.63765261,-74.00729263
B,40.60391118,-73.9971262
C,40.72451641,-73.9914351
C,40.7600309,-73.99144857
B,40.70269152,-73.81297935
B,40.6351088,-74.02332903
B,40.69221006,-73.98707597
C,40.72907299,-74.00349258
B,40.75978865,-73.93662073
B,40.69497081,-73.9832709
C,40.73424595,-73.86874732
C,40.69200149,-73.98732482
B,40.85641342,-73.8910013
B,40.69999199,-73.89938339
B,40.78354312,-73.95054372
B,40.6728836,-73.98321879
C,40.58150035,-74.11176313
B,40.76118932,-73.90926443
C,40.75431919,-73.92037277
B,40.61263684,-73.99675125
C,40.76748478,-73.73861916
C,40.88232541,-73.88166453
C,40.75000977,-73.99134519
C,40.7486399,-73.86909781
B,40.69289242,-73.85444801
B,40.74927826,-73.88879524
B,40.67420797,-73.9569556
B,40.63115897,-73.97625805
C,40.76454882,-73.91638231
B,40.82020557,-73.81793726
B,40.62947594,-74.11233734
B,40.61530442,-74.06702352
B,40.76036734,-73.98153257
B,40.74724335,-73.86251048
B,40.75381689,-73.99336234
C,40.71232415,-73.95567921
C,40.63472908,-73.96273862
B,40.73141079,-73.95447217
B,40.74390465,-73.95371656
C,40.63271997,-74.02728768
C,40.74417243,-73.71735725
B,40.89471679,-73.85663036
B,40.69565686,-73.94679378
C,40.60992885,-73.92228162
B,40.75479116,-73.99155392
B,40.81694741,-73.95933409
B,40.72015205,-73.98919898
B,40.74706649,-73.88932225
C,40.74746763,-73.98627844
C,40.80166092,-73.96460252
C,40.72598518,-74.00132409
C,40.72962749,-73.99971135
B,40.72024792,-73.98733747
B,40.72085203,-74.01003632
B,40.75194964,-73.97066375
B,40.75279279,-73.98930195
C,40.7739812,-73.95961677
C,40.84406759,-73.93931591
C,40.86814659,-73.83143638
B,40.67761169,-73.93425477
C,40.69306671,-73.92832189
C,40.68002837,-73.84454697
C,40.64119888,-74.00719212
C,40.63748237,-74.00829066
C,40.73690034,-73.98664868
B,40.77771642,-73.97855615
C,40.76385541,-73.96697997
B,40.83497002,-73.91905079
B,40.72802082,-73.98498358
C,40.75741395,-73.96874465
B,40.70329391,-73.99204736
C,40.75015354,-73.8803194
B,40.60871487,-73.95731852
C,40.81729898,-73.92246844
C,40.75543053,-73.98953614
B,40.65138218,-74.00376599
B,40.71811592,-73.99780307
B,40.68328752,-73.9438904
C,40.75525757,-73.98913191
C,40.71770412,-73.99519131
C,40.71839578,-73.99466457
C,40.6520378,-74.01006557
B,40.70250316,-73.98897464
B,40.74149738,-73.98328083
B,40.76319021,-73.99288851
C,40.82330918,-73.90011757
C,40.76045639,-73.97370662
C,40.70515746,-74.00983918
B,40.62579743,-74.15508126
B,40.76350609,-73.90950674
B,40.86240227,-73.89678316
C,40.8542401,-73.8886733
C,40.86176209,-73.8576308
B,40.77215564,-73.92596912
B,40.80534749,-73.96582147
C,40.86547393,-73.8652587
C,40.86176209,-73.8576308
B,40.87633902,-73.83672754
B,40.67761169,-73.93425477
C,40.58229742,-74.16905259
C,40.86862105,-73.90216801
B,40.84613285,-73.90471685
C,40.75460407,-73.98676062
B,40.74820107,-73.99266274
B,40.73274277,-73.9975464
C,40.6426888,-74.01280991
B,40.68519072,-73.98034918
B,40.86541679,-73.86805358
C,40.71521471,-73.99874466
B,40.60848942,-74.00470716
C,40.74595858,-73.89624248
B,40.758608,-73.89198497
B,40.82679576,-73.94647171
B,40.74697278,-73.86348186
B,40.76602777,-73.91955368
C,40.75047193,-73.87021305
C,40.88286055,-73.9019987
C,40.72163354,-73.84444595
B,40.61959725,-73.91628363
C,40.7286476,-73.99846299
C,40.68148819,-73.76528827
B,40.66154805,-73.98603666
C,40.76094057,-73.83033342
B,40.74462843,-73.97893133
C,40.75251382,-73.97730464
B,40.68055753,-73.95228609
C,40.75194667,-73.98318435
B,40.66249385,-73.93997553
B,40.68280718,-73.92902162
C,40.63488703,-74.0204358
C,40.7601529,-73.91802305
B,40.62974367,-74.11081387
B,40.75543921,-74.00221983
C,40.87822555,-73.90299278
B,40.76602777,-73.91955368
B,40.8669277,-73.89608554
B,40.678512,-73.75440355
B,40.61837862,-73.99092288
B,40.74728721,-74.00444271
B,40.75787809,-73.78489621
B,40.70273684,-73.99400582
C,40.74309703,-73.88325165
C,40.71275207,-73.87910988
C,40.75999628,-73.82842268
B,40.80410505,-73.94666341
B,40.69017521,-73.81459759
B,40.76057607,-73.8732688
B,40.70588258,-73.89664774
C,40.76112792,-73.98338418
C,40.74210244,-74.00079753
B,40.72978654,-73.86016891
C,40.76362006,-73.98269406
C,40.73074377,-73.98609427
C,40.7570135,-73.82894295
B,40.74009319,-73.99556138
C,40.7397708,-73.98244767
B,40.70069705,-73.98846282
B,40.63589582,-74.00914797
B,40.77356589,-73.9762143
B,40.73255857,-73.99126448
B,40.69389621,-73.90970976
C,40.73562404,-73.98678245
C,40.75525757,-73.98913191
B,40.78020802,-73.95002986
C,40.75006111,-73.88117855
B,40.64385272,-74.01162821
B,40.69621875,-73.80440746
C,40.84039573,-73.91078233
B,40.727315,-73.85474776
C,40.59637205,-73.97874784
C,40.70176707,-73.91920234
B,40.86574259,-73.86733706
B,40.71745161,-73.99534645
B,40.60862978,-73.95732218
B,40.80258486,-73.93663762
C,40.76643735,-73.92043404
C,40.72972904,-73.99872274
B,40.68981532,-73.97842586
B,40.73957679,-73.98966855
B,40.58344802,-73.98646707
B,40.67486616,-73.80709123
B,40.7050259,-73.93322857
B,40.63874677,-74.01690591
B,40.75938011,-73.98823603
B,40.67221557,-73.97712298
C,40.72972904,-73.99872274
B,40.7976018,-73.93923924
B,40.76011292,-73.9158717
B,40.83755869,-73.86651529
C,40.66902917,-73.95857389
C,40.61810173,-74.00252862
C,40.70216507,-73.82019039
C,40.7107836,-73.85287579
B,40.74108561,-73.90132031
C,40.75522471,-73.97296875
B,40.75048278,-73.86302349
C,40.62422158,-74.08078628
C,40.74717285,-73.89148388
C,40.83540204,-73.94390979
B,40.74194469,-73.98275745
C,40.61294569,-73.9823875
B,40.73947835,-73.9953016
B,40.60786829,-73.96174526
B,40.74916362,-73.97033294
C,40.6596059,-73.95052423
B,40.67900241,-74.01096738
C,40.74200344,-73.99344292
C,40.62670425,-74.16225953
B,40.64051608,-73.96594946
B,40.69794454,-73.83543506
B,40.71189692,-73.95128244
B,40.65141972,-73.93683219
C,40.67825341,-73.96386069
C,40.75450259,-73.83304612
B,40.83164918,-73.88145147
C,40.83310641,-73.94183746
B,40.68840872,-73.98867769
B,40.67925467,-73.77805548
C,40.75285297,-73.86424938
B,40.78861938,-73.95345424
B,40.75674055,-73.80903337
B,40.74697591,-73.98319283
B,40.77055758,-73.95709165
B,40.71485514,-73.99826491
C,40.80443499,-73.94790572
C,40.86590541,-73.83042975
B,40.73057443,-74.00045102
B,40.76783082,-73.79094706
B,40.75557669,-73.88520047
B,40.69609093,-73.81335135
B,40.74345603,-73.92124831
C,40.72878952,-73.98635085
B,40.71811017,-73.99197344
C,40.74394855,-73.95367684
C,40.73376983,-73.97727497
C,40.66465228,-73.92330618
B,40.67004026,-73.84264536
C,40.76362006,-73.98269406
C,40.7051853,-73.79927389
C,40.71097447,-73.95078173
B,40.7577803,-73.91645581
C,40.85488592,-73.85494887
B,40.86185277,-73.90572459
C,40.64612287,-74.00923947
C,40.75874744,-73.97869222
B,40.74105654,-73.99412144
C,40.6943762,-73.99284539
B,40.68413973,-73.83262804
B,40.72495936,-73.9514821
C,40.72326226,-73.99479406
C,40.68944526,-73.9686324
B,40.7853682,-73.97556007
C,40.72543872,-74.0076378
C,40.71457379,-73.98208279
B,40.74550984,-73.90417201
B,40.88914875,-73.90204365
C,40.79710143,-73.93770832
B,40.74691312,-73.98567945
C,40.72058454,-73.8420674
B,40.72959381,-73.98695323
C,40.69897933,-73.91669928
C,40.62492816,-74.02448542
B,40.69318898,-73.96807169
B,40.79155179,-73.97402654
B,40.7203783,-73.76096238
C,40.75731372,-73.99344862
B,40.77783869,-73.94865597
B,40.75538047,-73.92721505
B,40.73293686,-73.98632835
C,40.69003619,-73.82570784
C,40.72408599,-73.97574859
B,40.84480521,-73.90910295
B,40.68479883,-73.83099663
C,40.72881161,-73.9874982
B,40.72099238,-74.00415235
C,40.72830398,-73.98892345
B,40.80610288,-73.94038375
C,40.76116961,-73.92366028
C,40.85899257,-73.89903346
C,40.71486063,-73.99819997
C,40.71878566,-74.00105338
C,40.69284137,-73.97181135
B,40.72883497,-73.86315475
C,40.72445631,-74.00296199
C,40.75857251,-73.98315019
C,40.71275207,-73.87910988
B,40.67713072,-73.96362696
B,40.67538652,-73.98116684
C,40.76619592,-73.74524872
B,40.72145355,-73.99745662
B,40.66467503,-73.99364519
B,40.73384018,-73.87157703
C,40.75063449,-73.98199004
C,40.88119868,-73.88299012
B,40.72748913,-73.99347682
B,40.69166087,-73.81167979
C,40.758502,-73.83324181
B,40.85412495,-73.88880362
C,40.60992885,-73.92228162
B,40.7199412,-73.99840186
C,40.71189076,-73.99689428
B,40.73472722,-74.00311761
B,40.71487214,-73.80758102
B,40.7006541,-73.92966974
B,40.60928618,-73.95839501
B,40.86411579,-73.92637251
C,40.63298932,-74.00568165
B,40.67524534,-73.974912
B,40.81156983,-73.95759253
C,40.61311163,-74.15863902
B,40.71451496,-73.96504938
B,40.7544181,-73.82788125
B,40.70027736,-73.82963006
C,40.75905953,-73.83159801
C,40.73423775,-73.86877621
C,40.68435288,-73.84564017
C,40.71615294,-74.01062721
B,40.72060256,-73.73203228
C,40.68655612,-73.99002295
B,40.80549019,-73.96572025
B,40.66004622,-73.96059429
B,40.73567195,-73.93446428
C,40.81011193,-73.94378307
B,40.69620333,-73.79099942
C,40.8811137,-73.88308791
C,40.75658228,-73.96871617
C,40.74706376,-73.8893367
B,40.74762013,-73.88298745
C,40.76339261,-73.77085742
C,40.75720962,-73.83164241
C,40.76033055,-73.82987293
B,40.74631635,-73.89133732
B,40.78921024,-73.94872662
C,40.88533113,-73.87926139
B,40.85588856,-73.85558652
B,40.67261224,-73.95435384
C,40.84346629,-73.83547848
B,40.7019266,-73.80525983
B,40.7314087,-73.9943424
C,40.68389114,-73.93809932
C,40.6924704,-73.85938923
B,40.71043494,-73.8506907
C,40.70427914,-74.00978495
C,40.66853062,-73.9367222
C,40.74443037,-73.92961974
B,40.67538652,-73.98116684
C,40.68277861,-73.81326616
B,40.64380664,-74.00089365
B,40.74828968,-73.87755459
C,40.71721016,-74.00060243
B,40.75554333,-73.97397927
C,40.77437085,-73.95930964
B,40.58126629,-73.96321857
C,40.76968941,-73.98814756
B,40.78386724,-73.95803273
B,40.71404883,-73.73832811
B,40.80749928,-73.91343829
C,40.7146601,-73.99377027
C,40.72916185,-73.95916777
C,40.5451254,-74.16092369
C,40.77042566,-73.89355787
B,40.55105276,-74.14982978
C,40.68442908,-73.99200275
C,40.68414246,-73.83261722
C,40.75949823,-73.98922868
B,40.68681966,-73.99041233
B,40.61194747,-74.01043768
C,40.75166203,-73.85549212
B,40.71377079,-73.99364049
B,40.74471219,-73.98906146
C,40.70169634,-73.80544083
B,40.86797354,-73.920247
B,40.70360946,-73.909069
C,40.75177963,-73.94792541
B,40.88126026,-73.8788457
C,40.71838184,-74.00887074
C,40.70564441,-73.90698871
C,40.6426888,-74.01280991
B,40.83224521,-73.82759964
C,40.74161711,-73.88276707
B,40.71605155,-73.99145423
B,40.76482569,-73.81178618
C,40.76550311,-73.98374408
B,40.71204071,-73.96125961
B,40.71974035,-73.9894119
B,40.71461634,-73.99809176
B,40.74462843,-73.97893133
B,40.7405983,-73.99817402
B,40.71462733,-73.99880239
B,40.88814764,-73.86025406
B,40.83377589,-73.94137432
C,40.80258486,-73.93663762
B,40.75191953,-73.70268132
B,40.57592017,-74.16979234
B,40.76503975,-73.98779461
B,40.67170567,-73.93083594
B,40.74149406,-73.88056236
B,40.87282557,-73.88960388
C,40.73226376,-73.98176771
C,40.6722455,-73.9502877
C,40.71363562,-73.96185747
B,40.80788897,-73.92939344
C,40.71358127,-74.00836148
B,40.75846921,-73.82961059
B,40.86198566,-73.9005654
B,40.73874834,-74.00014434
C,40.68836479,-73.98856592
B,40.74616429,-73.99040736
C,40.63445512,-74.00349121
C,40.69337513,-73.96635509
B,40.68716038,-73.97475967
B,40.62489577,-74.14349747
C,40.72598518,-74.00132409
B,40.67928872,-73.76086867
B,40.73997092,-73.91837637
B,40.84630455,-73.83182086
C,40.71654372,-73.74313052
C,40.78174861,-73.95185943
B,40.67057322,-73.98916379
C,40.75077919,-73.90678108
C,40.85658264,-73.88440729
B,40.64998503,-74.00524705
B,40.71812417,-74.00012987
C,40.63295506,-74.13394216
B,40.66116338,-73.96069455
B,40.7531774,-73.97418954
C,40.82942799,-73.82504499
B,40.74744163,-73.88561875
B,40.68550801,-73.85805905
B,40.5788744,-73.95969559
B,40.59855974,-73.95890226
B,40.73409028,-73.99323442
B,40.67523975,-73.84328197
B,40.60871487,-73.95731852
B,40.75479116,-73.99155392
B,40.83170704,-73.85099931
B,40.84861169,-73.85513249
C,40.74160123,-73.88067765
C,40.71410272,-73.94897941
B,40.74694302,-73.88382232
B,40.68650945,-73.98990757
B,40.78945744,-73.94326972
C,40.60992885,-73.92228162
C,40.71430329,-73.99380998
B,40.86343444,-73.85828521
C,40.85658264,-73.88440729
C,40.67496105,-73.91104775
B,40.75983933,-73.83179817
B,40.7017231,-73.91912665
C,40.79565173,-73.97103448
B,40.76202897,-73.99001882
C,40.7482689,-73.98469027
C,40.74990901,-73.97714673
B,40.7516262,-73.9724577
B,40.75050916,-73.89299429
B,40.82285296,-73.85786251
B,40.77058178,-73.84303147
B,40.53848791,-74.14920068
B,40.86541342,-73.86751126
C,40.74429566,-73.91327172
B,40.70636828,-74.00328941
C,40.69002303,-73.99356704
C,40.77779709,-73.96158227
C,40.67889581,-73.94964098
C,40.71725325,-73.74008672
C,40.74896064,-73.87116882
B,40.82868667,-73.87794809
B,40.68835145,-73.83158616
B,40.68247854,-73.8360106
B,40.70603033,-73.83142952
C,40.6947411,-73.78990413
B,40.72230994,-73.99939752
C,40.7321856,-74.0015371
B,40.62418006,-74.03077485
B,40.74144102,-73.92073466
B,40.63353371,-73.96714918
C,40.78289007,-73.95101724
C,40.7630176,-73.91316783
B,40.67945296,-74.00535754
C,40.64218645,-74.0133359
C,40.78336819,-73.98033454
B,40.73291778,-73.98746134
C,40.71404883,-73.73832811
C,40.69188346,-73.98731042
C,40.76157522,-73.9605376
B,40.73475723,-73.99283743
C,40.68498274,-73.94177606
C,40.77196361,-73.92612458
C,40.71097447,-73.95078173
C,40.72380025,-74.00472976
C,40.76556396,-73.98744073
B,40.8773023,-73.85949225
C,40.71514309,-74.00775205
B,40.70506528,-73.80936231
C,40.75063449,-73.98199004
C,40.75621495,-73.97046695
B,40.80242431,-73.95067412
B,40.7436833,-73.9946481
B,40.67419425,-73.97562981
B,40.71596645,-73.83333421
B,40.72785852,-73.89209995
C,40.71411949,-73.99604287
C,40.69116882,-73.83815634
B,40.72230994,-73.99939752
C,40.76718776,-73.92201798
C,40.74464289,-73.95347064
C,40.6829516,-73.95382033
C,40.75953533,-73.83225376
B,40.70587471,-73.80919408
C,40.65942387,-73.7657879
B,40.80610288,-73.94038375
C,40.88862693,-73.84246232
B,40.74040329,-74.00574498
C,40.76178448,-73.94258585
C,40.76540201,-73.97186355
B,40.75705369,-73.830134
B,40.70696916,-73.90920146
C,40.81431519,-73.95929957
B,40.71494596,-73.91339302
B,40.6863943,-73.97348714
C,40.77510626,-73.95879649
C,40.68870262,-73.99098899
B,40.7898799,-73.94859609
B,40.71135326,-73.95770343
B,40.85426533,-73.89210375
B,40.71527784,-73.99870859
B,40.8542401,-73.8886733
C,40.71408659,-73.99763366
B,40.83444074,-73.82925627
C,40.6241867,-73.99264761
B,40.71350742,-73.99662367
B,40.84978042,-73.93615873
B,40.72877111,-74.00153341
B,40.68703331,-73.8220739
C,40.71275207,-73.87910988
B,40.73709735,-73.86601728
B,40.72009197,-73.99328274
C,40.86548702,-73.86471997
B,40.72637218,-74.00213948
B,40.84406759,-73.93931591
B,40.60441613,-73.97436252
B,40.76165308,-73.96358423
C,40.66648533,-73.98192634
C,40.76235044,-73.81379667
B,40.76920412,-73.73670257
C,40.76259829,-73.97845996
B,40.7025324,-73.85470459
B,40.70204227,-73.87939987
B,40.70729603,-74.00259333
C,40.64050511,-73.96597469
C,40.77495221,-73.9136974
B,40.71640296,-73.99262297
C,40.7739812,-73.95961677
B,40.76228903,-73.91157684
B,40.76499467,-73.88590256
C,40.80650195,-73.94250378
C,40.76606335,-73.77227778
B,40.75282548,-73.86420973
B,40.75159231,-73.87067285
C,40.74309703,-73.88325165
B,40.69765593,-73.97275777
B,40.69919182,-73.91451713
C,40.65701452,-74.00158942
B,40.84607813,-73.89247491
B,40.86002514,-73.89355852
C,40.71156337,-73.96199934
B,40.78861938,-73.95345424
C,40.69457386,-73.99350169
C,40.67767825,-73.93544444
B,40.77261008,-73.99094149
C,40.76235044,-73.81379667
B,40.85285485,-73.9048843
C,40.70714753,-74.00837149
B,40.75919367,-73.99045241
B,40.81367023,-73.92216922
C,40.70433124,-74.01034039
B,40.75152411,-73.98410482
C,40.74663364,-73.86220136
B,40.8434795,-73.91263953
B,40.63337878,-74.02701413
C,40.71464338,-74.00993438
C,40.75648534,-73.92958169
B,40.69982958,-73.91583627
B,40.64718793,-74.00813331
B,40.60441613,-73.97436252
B,40.60073194,-73.75399575
B,40.74918037,-73.88975183
B,40.70588258,-73.89664774
B,40.75159875,-73.97243606
B,40.6568663,-74.00174079
C,40.73010114,-73.98347493
C,40.7544181,-73.82788125
B,40.61311101,-73.9121966
C,40.75956948,-73.98809883
C,40.75552889,-73.8149889
B,40.54062016,-74.14743533
C,40.86740993,-73.88374121
B,40.75867154,-73.82907945
C,40.72485122,-73.7226889
C,40.75534476,-73.98373213
C,40.75177963,-73.94792541
C,40.86590541,-73.83042975
B,40.74520895,-73.97245315
B,40.75648387,-73.9839773
C,40.73980709,-73.81513016
C,40.75699693,-73.98252614
B,40.75999628,-73.82842268
B,40.63954914,-74.00892868
C,40.71358127,-74.00836148
C,40.76105216,-73.80390228
B,40.86421739,-73.92643747
C,40.75558809,-73.97801105
C,40.85488592,-73.85494887
B,40.80558135,-73.94031197
B,40.83048777,-73.85700418
C,40.5941415,-74.18653542
B,40.76425689,-73.98299713
C,40.64485643,-73.92256149
B,40.73019171,-73.98340996
B,40.63981288,-74.00506969
B,40.77595236,-73.91511506
C,40.76045639,-73.97370662
C,40.59813287,-73.96277713
C,40.70730462,-73.80423774
B,40.84620927,-73.91841538
C,40.81464722,-73.95905732
C,40.78426762,-73.95706833
B,40.69169861,-73.81979322
B,40.70598084,-74.0103659
B,40.84661653,-73.89592222
C,40.75886248,-73.83012937
B,40.7451325,-74.00601245
C,40.81624749,-73.94597805
C,40.84759006,-73.90778346
C,40.7190938,-73.95849576
C,40.61438237,-73.97405252
B,40.85412742,-73.90703331
B,40.64740447,-74.01158559
B,40.90260905,-73.85108211
C,40.73242161,-73.99674539
B,40.73319294,-74.00059897
B,40.84613285,-73.90471685
C,40.80139206,-73.96499275
C,40.74082337,-74.00172495
B,40.88146279,-73.83822292
B,40.61319881,-73.91215687
B,40.75963293,-73.99176266
C,40.72341194,-73.86839354
C,40.64479953,-73.92367142
B,40.86928319,-73.82976305
C,40.71373518,-73.93342902
C,40.62489378,-74.03048338
B,40.81580481,-73.91705827
B,40.7504499,-73.87764084
C,40.75285297,-73.86424938
B,40.74301913,-74.00383976
B,40.83592716,-73.92189734
C,40.60163289,-73.99414457
B,40.59381684,-73.94040478
B,40.76338052,-73.81428112
B,40.71397154,-73.94430455
B,40.71496167,-73.75010591
C,40.59890745,-73.99788263
C,40.67063987,-73.95044031
B,40.62962974,-74.0049068
B,40.74980689,-73.99518176
C,40.73854676,-73.9833357
C,40.87659012,-73.84769449
C,40.64211583,-74.00264844
B,40.74279055,-73.91563022
B,40.75953381,-73.97224506
C,40.7204991,-73.97836178
C,40.84170663,-73.91664275
B,40.63830452,-73.96852682
C,40.73660979,-73.99067938
C,40.74048844,-74.00426543
C,40.69518255,-73.84272283
C,40.72906481,-74.00101747
C,40.67063987,-73.95044031
B,40.8313075,-73.87502347
B,40.72876091,-73.86320181
B,40.84895434,-73.90458989
C,40.86498622,-73.92692832
C,40.74782971,-73.94745572
C,40.84129207,-73.84305192
C,40.87288513,-73.91815834
B,40.72922796,-73.98120568
B,40.85959271,-73.86588886
B,40.75197774,-73.99092987
C,40.62594977,-74.1344504
C,40.84406759,-73.93931591
B,40.74192009,-73.88112456
C,40.71570053,-73.99868333
C,40.74788502,-73.94259427
B,40.88443594,-73.83289216
B,40.85216559,-73.78916639
B,40.87169059,-73.87738072
B,40.76055501,-73.98972304
B,40.73384018,-73.87157703
B,40.83724247,-73.9078629
B,40.71596128,-73.99829734
B,40.71178312,-74.01208378
C,40.76730036,-73.98013352
C,40.75625757,-73.97676554
B,40.74301781,-73.98216894
B,40.65240161,-73.92639082
C,40.74705559,-73.8894125
C,40.8085234,-73.92153949
B,40.75660408,-73.98038217
B,40.82585628,-73.95087348
B,40.74715326,-73.97708993
C,40.6365401,-73.91168285
C,40.84346629,-73.83547848
C,40.74705559,-73.8894125
B,40.6216273,-73.93583747
B,40.6155901,-73.99373633
B,40.71517081,-73.91309693
B,40.76133751,-73.78988819
B,40.74814281,-73.98597152
C,40.70553906,-73.81037085
C,40.71882588,-73.98520933
B,40.6478028,-74.00749194
C,40.72543162,-73.94572004
B,40.72810688,-73.99906914
C,40.71404883,-73.73832811
C,40.68937335,-73.81606022
C,40.72097363,-73.80587137
C,40.75820644,-73.96610203
C,40.77342117,-73.95932827
C,40.74762961,-73.98661043
C,40.84926197,-73.93671588
C,40.81729898,-73.92246844
B,40.75468355,-73.98579689
C,40.63778846,-73.96837934
C,40.7483251,-73.93904976
B,40.74862677,-73.87453676
B,40.77371208,-73.90730126
B,40.8384707,-73.91310149
B,40.72903462,-74.00095252
B,40.83983473,-73.91665233
B,40.8308671,-73.90529528
C,40.68666616,-73.84320453
B,40.69017521,-73.81459759
B,40.67608786,-73.9743601
C,40.75857251,-73.98315019
B,40.76424383,-73.98837957
B,40.7293228,-74.00235606
B,40.7215661,-74.00118691
B,40.70204227,-73.87939987
C,40.76172644,-73.76006979
C,40.73356876,-73.99310457
B,40.70463872,-74.00960828
B,40.82406042,-73.89310319
B,40.78354368,-73.97931257
B,40.71152361,-73.94516149
C,40.69329771,-73.99852871
B,40.73619556,-73.99410383
B,40.75810101,-73.98786086
C,40.70623614,-73.9430162
B,40.61431498,-73.92637535
C,40.74873595,-73.75769504
B,40.58725471,-73.95368154
B,40.67840851,-73.96860156
B,40.7516262,-73.9724577
B,40.61656874,-74.03090459
C,40.66853062,-73.9367222
B,40.72151549,-73.84852285
C,40.82120762,-73.86596651
C,40.74689196,-73.89642508
B,40.63474307,-74.02644542
C,40.71725325,-73.74008672
C,40.71080594,-73.79272452
B,40.74724882,-73.86249603
B,40.8650856,-73.91955631
C,40.83601072,-73.85523954
C,40.6934054,-73.83028236
C,40.70397992,-74.01025017
B,40.7496663,-73.97186661
B,40.70329391,-73.99204736
B,40.73074377,-73.98609427
C,40.75965768,-73.97378274
B,40.65772014,-73.95030578
B,40.71399842,-73.99084848
C,40.70368331,-73.9280255
B,40.82402148,-73.87367503
B,40.73792429,-73.98801611
B,40.85419221,-73.88464281
C,40.81759339,-73.92354473
B,40.76739096,-73.9593789
B,40.63981288,-74.00506969
C,40.7499813,-73.86140761
C,40.6924704,-73.85938562
C,40.73944319,-73.86062129
C,40.76058005,-73.99476225
C,40.67617955,-73.9799012
C,40.72151549,-73.84852285
C,40.7632075,-73.81422385
C,40.70813583,-74.00545003
C,40.71780555,-73.9927635
B,40.80301369,-73.94896518
B,40.86830934,-73.92162053
B,40.68934608,-73.81617568
B,40.74117656,-73.98562656
C,40.7814488,-73.84141335
B,40.61200986,-73.9833422
B,40.7347072,-73.93696943
B,40.90141234,-73.8468922
B,40.73453771,-74.00617386
B,40.7472495,-73.89127083
B,40.74739075,-73.98605108
B,40.72415703,-73.99442599
B,40.85577867,-73.93311279
B,40.74968329,-73.99343133
B,40.58758016,-73.95773532
B,40.62970934,-74.00482394
B,40.67315676,-73.95707885
B,40.74569786,-73.9025441
B,40.7218762,-73.99607849
C,40.61070453,-74.002676
C,40.85466542,-73.88575537
B,40.61198031,-73.96274416
B,40.74456878,-73.95347431
B,40.75867154,-73.82907945
B,40.73629971,-74.00829218
B,40.72922626,-73.85988505
B,40.72884673,-73.8638186
C,40.71524196,-73.99307401
B,40.66259385,-73.90854481
C,40.8352506,-73.91993222
C,40.6438603,-74.07290066
B,40.82852412,-73.87996831
B,40.63181397,-74.01283663
B,40.7183849,-73.9977742
B,40.76236727,-73.8041186
C,40.7384367,-73.88626938
C,40.71713879,-73.99879513
B,40.78305418,-73.97468345
B,40.7135978,-73.96372602
B,40.76019638,-73.82641876
B,40.74329635,-73.9962324
B,40.65439163,-73.95959934
B,40.68372645,-73.87187222
B,40.71128866,-73.96129972
C,40.85194742,-73.90962452
C,40.67075732,-73.99158623
B,40.74685784,-73.98291858
C,40.84160785,-73.91668986
B,40.84492668,-73.86747271
B,40.75151428,-73.93861733
B,40.75977791,-73.82923543
B,40.61837862,-73.99092288
B,40.73712574,-73.87922426
C,40.72543162,-73.94572004
B,40.88315832,-73.86302031
C,40.76289697,-73.97593655
B,40.74773826,-73.86554467
C,40.7534321,-73.98715067
B,40.66276163,-73.90898432
B,40.74199968,-73.9189224
C,40.73394246,-73.86978351
C,40.73562404,-73.98678245
C,40.79952888,-73.93973952
B,40.63765261,-74.00731785
B,40.62947594,-74.11233734
C,40.72971807,-73.99966084
C,40.6741927,-73.98212252
B,40.74674926,-73.99606258
B,40.72896268,-73.98852285
C,40.6558344,-73.95012338
C,40.71044322,-73.85073036
C,40.75056131,-73.87659035
B,40.58371937,-73.94723252
B,40.58188277,-73.95992417
B,40.67444679,-73.80259691
C,40.82195664,-73.89171193
C,40.74915706,-73.97772445
C,40.7427878,-73.9156194
C,40.69495134,-73.95281307
B,40.72109071,-73.98869737
C,40.67846378,-73.86862319
B,40.75050916,-73.89299429
B,40.74706649,-73.88932225
B,40.70128595,-73.88877101
C,40.71866198,-73.95611509
B,40.82423189,-73.95203814
B,40.70329391,-73.99204736
C,,
B,40.6556148,-73.95009832
C,40.70623614,-73.9430162
B,40.85725113,-73.79041547
B,40.7019266,-73.80525983
C,40.59637205,-73.97874784
C,40.73347284,-74.0037923
B,40.85401044,-73.88402499
B,40.79931803,-73.96843956
C,40.6875184,-73.95974506
B,40.68762505,-73.8341373
C,40.76515571,-73.97505128
B,40.85104719,-73.93882876
C,40.7204991,-73.97836178
B,40.72785852,-73.89209995
C,40.71153017,-74.01567279
C,40.76084056,-73.99085285
C,40.74705002,-73.88932228
B,40.88673808,-73.87822808
C,40.76161637,-73.96048343
B,40.71812417,-74.00012987
B,40.73336913,-73.84983808
C,40.7642051,-73.96170566
B,40.65444259,-74.00428514
B,40.72495936,-73.9514821
B,40.80033283,-73.96579516
C,40.70715851,-74.00835346
C,40.72705935,-73.97977395
B,40.61643434,-74.03052993
B,40.76182257,-73.98503369
C,40.72710219,-73.89341447
B,40.67243165,-73.87431654
B,40.7018033,-73.80865036
C,40.74552708,-73.92770224
B,40.74686174,-73.86016902
B,40.76150678,-73.76134846
